"2017-01-09","Tecnologia","Efluentes industriais são tratados em simulador de laboratório","Pesquisas proporcionam conhecimento prático e teórico da neutralização do pH","Efluentes IndustriaisEscola PolitécnicalaboratórioPoli","http://jornal.usp.br/ciencias/tecnologia/efluentes-industriais-sao-tratados-em-simulador-de-laboratorio/"
"2017-01-09","Tecnologia","Na Poli, plantas-piloto se assemelham a uma pequena refinaria de petróleo","Sistema de controle é baseado em plantas de empresas como  Petrobras e Braskem e busca aprimorar válvulas com alto atrito","Escola PolitécnicaindústriaLaboratório de Controle de Processos IndustriaisPoli","http://jornal.usp.br/ciencias/tecnologia/na-poli-plantas-piloto-se-assemelham-a-uma-pequena-refinaria-de-petroleo/"
"2017-01-06","Ciências","Núcleo da USP publica coletânea “Pelas Veredas da Etimologia”","Um obra do professor Mário Viaro, da FFLCH, inspirou a disciplina de pós-graduação em que o livro foi produzido","Aléxia Teles DuchownyFaculdade de Filosofia Letras e Ciências HumanasFFLCHMário Eduardo ViaroPelas Veredas da EtimologiaUFMGUniversidade Federal de Minas Gerais","http://jornal.usp.br/ciencias/nucleo-da-fflch-publica-coletanea-pelas-veredas-da-etimologia/"
"2017-01-06","Ciências","Professor da USP é nomeado Fellow of the American Mathematical Society","O professor do Instituto de Matemática e Estatística (IME) da USP Ivan Chestakov foi nomeado por sua contribuição na área de Álgebra não associativa e Geometria","American Mathematical SocietyIMEInstituto de Matemática e EstatísticaIvan ChestakovMatemática","http://jornal.usp.br/ciencias/professor-da-usp-e-nomeado-fellow-of-the-american-mathematical-society/"
"2017-01-05","Ciências da Saúde","Conexão acadêmica Brasil-Noruega amplia conhecimento em fisiologia do exercício","Programa norueguês incentiva avanços científicos por meio da parceria entre instituições ao redor do mundo","EEFEEEFERPEscola de Educação Física e EsporteEscola de Educação Física e Esportes de Ribeirão PretoFisiologia do ExercícioUTFORSK","http://jornal.usp.br/ciencias/ciencias-da-saude/conexao-academica-brasil-noruega-avanca-no-conhecimento-em-fisiologia-do-exercicio/"
"2017-01-05","Ciências Agrárias","Estudo genético busca elevar produtividade e qualidade do maracujá-doce","Programa de melhoramento desenvolvido na Esalq avalia características do maracujá-doce que apontam para a popularização do fruto ainda pouco consumido pelos brasileiros","ESAQLEscola Superior de Agricultura Luiz de QueirozMaracujáMaracujá-Doce","http://jornal.usp.br/ciencias/ciencias-agrarias/estudo-genetico-busca-elevar-produtividade-e-qualidade-do-maracuja-doce/"
"2017-01-05","Tecnologia","Carro a hidrogênio e outros projetos estão na pauta de centro de pesquisa da Poli","Biodigestores, carro movido a hidrogênio e substituição do diesel em caminhões da indústria mineradora estão entre projetos para 2017 do Centro de Pesquisa para Inovação em Gás Natural","Centro de Pesquisa para Inovação em Gás NaturalEscola PolitécnicaGás NaturalPoliRCGIResearch Centre for Gas Innovation","http://jornal.usp.br/ciencias/tecnologia/carro-a-hidrogenio-e-outros-projetos-estao-na-pauta-de-centro-de-pesquisa-da-poli/"
"2017-01-05","Ciências Exatas e da Terra","Astrofísicos tentam entender o papel dos gases na evolução das galáxias","Estudo sobre a queda do gás interestelar indica que todas as galáxias, das pequenas às gigantes, formaram-se em intervalos de tempo muito próximos","Agência Fapespestrelasformação de estrelasgalaxiasIAGInstituto de Astronomia Geofísica e Ciências Atmosféricasvia láctea","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/astrofisicos-tentam-entender-o-papel-dos-gases-na-evolucao-das-galaxias/"
"2017-01-04","Ciências da Saúde","Pesquisa associa consumo elevado de carne bem passada a risco de câncer","O preparo da carne em altas temperaturas causa a formação de compostos que causam danos ao DNA de quem os consome","Aline Martins de Carvalhoamina heterocíclicacarne bem passada e câncerFaculdade de Saúde PúblicaFSP","http://jornal.usp.br/ciencias/ciencias-da-saude/pesquisa-confirma-que-carne-bem-passada-aumenta-risco-de-cancer/"
"2017-01-04","Ciências da Saúde","Enfermeira desenvolve jogo para crianças com diabete","Jogo criado por pesquisadores da Escola de Enfermagem de Ribeirão Preto ensina crianças a manejarem a doença para terem mais qualidade de vida","Ambulatório de EndocrinologiaCriançasDiabetesdoençaEERPFapespFMRPHCRPheróisjogosLucila Castanheira NascimentoPós-graduaçãoQualidade de VidaValéria de Cássia Sparapanivideogame","http://jornal.usp.br/ciencias/ciencias-da-saude/enfermeira-desenvolve-jogo-para-criancas-com-diabete/"
"2017-01-03","Ciências","História da matemática traz recursos para o ensino de álgebra","Pesquisa de professor do IME se propõe a estudar a álgebra de um ponto de vista histórico e filosófico","Flávio Ulhoa CoelhoHistória do Pensamento Algébrico e seus Desdobramentos DidáticosIEAIMEInstituto de Estudos AvançadosInstituto de Matemática e EstatísticaPrograma Ano Sabático IEA","http://jornal.usp.br/ciencias/historia-da-matematica-traz-recursos-para-o-ensino-de-algebra/"
"2017-01-03","Ciências da Saúde","Medicina será examinada sob enfoque histórico e epistemológico","Grupo de Pesquisa irá  analisar as concepções de saúde, práticas e políticas relacionadas, sobretudo na saúde pública e na epidemiologia","CHCIEAMedicinaSão Paulo","http://jornal.usp.br/ciencias/ciencias-da-saude/medicina-sera-examinada-sob-enfoque-historico-e-epistemologico/"
"2017-01-03","Ciências Biológicas","Grupo investiga variáveis genéticas relacionadas à obesidade","Equipe estuda variáveis genéticas envolvidas nos processos de perda de peso, gasto energético e alteração na composição corporal em pacientes obesos submetidos à cirurgia bariátrica ou a dietas","Ciências da SaúdeFaculdade de Medicina de Ribeirão PretogenéticaLaboratório de Estudos em NutrigenômicaObsesidadeSaúde","http://jornal.usp.br/ciencias/ciencias-biologicas/grupo-investiga-variaveis-geneticas-relacionadas-a-obesidade/"
"2017-01-03","Ciências","Novo volume da revista “Matrizes” traz tributo a Stuart Hall","O periódico veicula artigos que abordam diversos aspectos das ciências da comunicação","Ciências da ComunicaçãoECAEscola de Comunicações e ArtesRevista Matrizes","http://jornal.usp.br/ciencias/novo-volume-da-revista-matrizes-traz-um-tributo-ao-sociologo-stuart-hall/"
"2017-01-03","Ciências da Saúde","Ganho de peso na gravidez pode causar incontinência urinária","Variação do peso está associada ao problema que continua no pós-parto","BRISAFMRPganho de pesogestaçãoginecologiagravidezincontinênciaIncontinência UrináriaObesidadeobstetríciaUFMA","http://jornal.usp.br/ciencias/ciencias-da-saude/ganho-de-peso-na-gravidez-pode-causar-incontinencia-urinaria/"
"2017-01-02","Ciências Biológicas","Com estudos sobre répteis, revista publica novo número","Publicação sobre herpetologia da Esalq lançou o último número de 2016","EsalqEscola Superior de Agricultura Luiz de QueirozherptologiaPhyllomedusa – Journal of Herpetology","http://jornal.usp.br/ciencias/ciencias-biologicas/com-estudos-sobre-repteis-revista-publica-novo-numero/"
"2017-01-02","Ciências da Saúde","Revista “Fisioterapia e Pesquisa” publica novo número","Com ênfase na divulgação da pesquisa clínica, a revista trimestral tem como objetivo divulgar a produção científica da fisioterapia","fisioterapiaFisioterapia e PesquisaPeriódicoreabilitaçãoRevista","http://jornal.usp.br/ciencias/ciencias-da-saude/revista-fisioterapia-e-pesquisa-publica-novo-numero/"
"2017-01-02","Ciências da Saúde","Fungos em recicláveis colocam em risco saúde de catadores","Análise do ar em circulação em cinco ambientes de três cooperativas de São Paulo indica níveis de fungos acima do recomendado pelas legislações nacional e internacional","TV USPAspergillusCooperativas de reciclagemFMUSPfungosFusariumGisele Ferreira de SouzaMonitoramento do arNelson da Cruz GouveiaPenicilliumrecicláveis","http://jornal.usp.br/tv-usp/excesso-de-fungos-em-lixo-reciclavel-coloca-em-risco-saude-de-catadores/"
"2017-01-02","Ciências Biológicas","Instituto de Psicologia recruta cães domésticos para estudo","Os cachorros precisam ter entre 1,5 e 9 anos, podem ser de qualquer sexo e  raça (ou sem raça definida), devem ficar confortáveis com pessoas e em ambientes novos e não devem apresentar problemas de saúde auditivos, visuais ou crônicos. Os cães também precisam gostar de petiscos","Ciências da Saúde","http://jornal.usp.br/ciencias/ciencias-biologicas/instituto-de-psicologia-recruta-caes-domesticos-para-estudo/"
"2016-12-23","Ciências da Saúde","Nova edição da “Revista de Medicina” traz artigos e relatos de casos","O novo número traz artigos de interesse para diversas especialidades e e estudos de casos sobre doenças","Faculdade de MedicinaFMUSPMedicinaRevista de Medicina","http://jornal.usp.br/ciencias/ciencias-da-saude/nova-edicao-da-revista-de-medicina-traz-artigos-e-relatos-de-casos/"
"2016-12-22","Ciências","Novo portal permite comunicação de criações para pedido de patente","A promessa da ferramenta é facilitar o processo de proteção de tecnologias desenvolvidas na USP","TecnologiaUniversidadeAgência USP de InovaçãoAuspincriaçãoinovaçãoPatentePortal de proteção intelectual","http://jornal.usp.br/ciencias/novo-portal-permite-comunicacao-de-criacoes-para-pedido-de-patente/"
"2016-12-22","Ciências da Saúde","Biossensor criado na USP poderá detectar predisposição ao câncer","Dissertação do Instituto de Física de São Carlos buscou desenvolver um sensor eletroquímico para propósitos medicinais","Tecnologia","http://jornal.usp.br/ciencias/ciencias-da-saude/biossensor-criado-na-usp-podera-detectar-predisposicao-ao-cancer/"
"2016-12-22","Ciências Ambientais","Fertilizantes e mudanças climáticas causam declínio de polinizadores","Pesquisa apresenta as principais ameaças que estão provocando a diminuição das espécies polinizadoras em várias regiões do planeta","Ciências BiológicasAbelhasFertilizantesFertilizantes QuímicosIBInstituto de BiociênciasPolinizadores","http://jornal.usp.br/ciencias/ciencias-biologicas/fertilizantes-e-mudancas-climaticas-causam-declinio-de-polinizadores/"
"2016-12-22","Ciências","Estudo avalia segurança tecnológica de usinas nucleares de pequeno porte","Pesquisa que conquistou o prêmio da Comissão Nacional de Energia Nuclear investiga o uso de métodos computacionais avançados na análise de reatores","CNENComissão Nacional de Energia NuclearEscola Politécnica da USPPoliUsinas Nucleares","http://jornal.usp.br/ciencias/estudo-avalia-seguranca-tecnologica-de-usinas-nucleares-de-pequeno-porte/"
"2016-12-22","Ciências Biológicas","Pesquisas desvendam regulação do desenvolvimento do parasita da malária","Potenciais alvos para o desenvolvimento de drogas contra a doença e para evitar a transmissão do parasita são descritos nas revistas ""Genes & Cancer"" e ""Nature Communications""","Ciências da Saúde","http://jornal.usp.br/ciencias/ciencias-biologicas/pesquisas-desvendam-regulacao-do-desenvolvimento-do-parasita-da-malaria/"
"2016-12-21","Ciências da Saúde","Profissionais de saúde precisam de treinamento para abordar sexualidade","Segundo estudo feito por psicóloga da USP em Ribeirão Preto, falta capacitação para os profissionais da área da saúde lidarem com questões de sexualidade dos pacientes","dificuldade.enfermagemEnsinoFFCLRPhabilidadepesquisaprofissionais da saúdePsicologiaquestões de sexualidadeSexualidadetreinamentoUSP","http://jornal.usp.br/ciencias/ciencias-da-saude/profissionais-de-saude-precisam-de-treinamento-para-abordar-sexualidade/"
"2016-12-21","Ciências da Saúde","Lançada a nova edição da “Revista de Medicina”","O periódico divulga pesquisas de profissionais e estudantes da área da saúde","Faculdade de Medicina da USPFMUSPMedicinaRevista de MedicinaSaúde","http://jornal.usp.br/ciencias/ciencias-da-saude/lancada-a-nova-edicao-da-revista-de-medicina/"
"2016-12-21","Ciências da Saúde","Atividade física melhora desempenho escolar de crianças e adolescentes","A pesquisa  faz parte do projeto ""Escolas Ativas"",  idealizado pelo Programa das Nações Unidas para o Desenvolvimento (Pnud)","adolescentesatividade físicaCriançasEducaçãoEEFEescolaEscolas AtivasONUPaula KorsakasPNUD","http://jornal.usp.br/ciencias/ciencias-da-saude/atividade-fisica-melhora-desempenho-escolar-de-criancas-e-adolescentes/"
"2016-12-20","Ciências da Saúde","Exposição “A Pele Enferma” conecta a arte ao mundo científico","A mostra reúne quarenta peças em cera, produzidas pelo artista plástico Augusto Esteves entre as décadas de 30 e 50, representando as principais doenças dermatológicas existentes naquela época","Artes PlásticadermatologiadoençasexposiçãoFMMuseu Histórico da Faculdade de Medicina Augusto EstevesPele Enferma","http://jornal.usp.br/ciencias/ciencias-da-saude/exposicao-pele-enferma-conecta-a-arte-ao-mundo-cientifico/"
"2016-12-20","Ciências Exatas e da Terra","Campus de Lorena terá microscópio eletrônico de varredura de alta resolução","O equipamento financiado pela Finep terá a capacidade de produzir imagens de alta resolução da superfície de uma amostra","UniversidadeEELFinepMicroscopio Eletrõnico de Varredura de alta Resolução","http://jornal.usp.br/universidade/campus-de-lorena-tera-microscopio-eletronico-de-varredura-de-alta-resolucao/"
"2016-12-20","Ciências","Grupo Zenith lança balão para testar componentes da missão lunar brasileira","A 30 mil metros de altitude, o experimento expôs microrganismos a condições radicais semelhantes às encontradas na superfície de outros planetas","EESCEscola de Engenharia de São CarlosGaratea-LMissão Espacial","http://jornal.usp.br/ciencias/grupo-zenith-lanca-balao-para-testar-componentes-da-missao-lunar-brasileira/"
"2016-12-20","Ciências Exatas e da Terra","Software otimiza processos de fundição na indústria","O programa permitirá um aproveitamento mais eficiente da capacidade dos fornos  de fundição","CargasCeMEAICepidFornos de fundiçãoICMCSoftware Fundição","http://jornal.usp.br/ciencias/ciencias-exatas-e-da-terra/software-otimiza-processos-de-fundicao-na-industria/"
